report,label,authority
بلاغ وارد يتضمن حيوان ضال في حي الجامعة,حيوان ضال,البلدية
اشتباه بحدوث مخالفات تجارية في حي الخليج,مخالفات تجارية,وزارة التجارة
مواطن يبلغ عن غذاء فاسد في حي النرجس,غذاء فاسد,هيئة الغذاء والدواء
اشتباه بحدوث مخالفات تجارية في حي الجامعة,مخالفات تجارية,وزارة التجارة
وجود سطو مسلح وتم طلب التدخل في حي الرياض,سطو مسلح,الشرطة
وجود غذاء فاسد وتم طلب التدخل في حي الرياض,غذاء فاسد,هيئة الغذاء والدواء
شوهد تلوث مياه عند الطريق السريع في حي الجامعة,تلوث مياه,وزارة البيئة
تم رصد دهس في منطقة المستشفى,دهس,المرور
مواطن يبلغ عن بلاغ سلاح في حي النرجس,بلاغ سلاح,الشرطة
شوهد تلوث مياه عند السوق في حي الفلاح,تلوث مياه,وزارة البيئة
اشتباه بحدوث غذاء فاسد في حي السلام,غذاء فاسد,هيئة الغذاء والدواء
بلاغ عن غرق في حي الخليج بالقرب من المنطقة السكنية,غرق,حرس الحدود
تم رصد ازدحام مروري في منطقة المجمع التجاري,ازدحام مروري,المرور
بلاغ عاجل عن تلوث مياه الآن في حي السلام,تلوث مياه,وزارة البيئة
مواطن يبلغ عن سرقة في حي الرياض,سرقة,الشرطة
مواطن يبلغ عن انقلاب مركبة في حي الخليج,انقلاب مركبة,المرور
تم الإبلاغ عن تهديد أمني في حي النخيل,تهديد أمني,أمن الدولة
تم الإبلاغ عن مخالفات تجارية في حي الجامعة,مخالفات تجارية,وزارة التجارة
بلاغ عن تلوث مياه في حي الجامعة بالقرب من الحديقة,تلوث مياه,وزارة البيئة
بلاغ وارد يتضمن حيوان ضال في حي الياسمين,حيوان ضال,البلدية
بلاغ عن حادث مروري في حي الجامعة بالقرب من المركز التجاري,حادث مروري,المرور
بلاغ عن تلوث مياه في حي الصحافة بالقرب من الطريق السريع,تلوث مياه,وزارة البيئة
وجود حادثة بحرية وتم طلب التدخل في حي السلام,حادثة بحرية,حرس الحدود
تم الإبلاغ عن غذاء فاسد في حي الفلاح,غذاء فاسد,هيئة الغذاء والدواء
وجود حريق وتم طلب التدخل في حي الياسمين,حريق,الدفاع المدني
تمت ملاحظة حالة غرق ويجب التحرك في حي الورد,غرق,حرس الحدود
اشتباه بحدوث تسرب غاز في حي النخيل,تسرب غاز,الدفاع المدني
تم الإبلاغ عن إزعاج سكني في حي الياسمين,إزعاج سكني,الشرطة
تم الإبلاغ عن حادثة بحرية في حي النخيل,حادثة بحرية,حرس الحدود
وجود اقتحام منزل وتم طلب التدخل في حي الورد,اقتحام منزل,الشرطة
بلاغ وارد يتضمن تلوث مياه في حي الورد,تلوث مياه,وزارة البيئة
تمت ملاحظة حالة تلوث مياه ويجب التحرك في حي الخليج,تلوث مياه,وزارة البيئة
وجود تهريب وتم طلب التدخل في حي النرجس,تهريب,الجمارك
مواطن يبلغ عن حيوان ضال في حي الرياض,حيوان ضال,البلدية
وجود مخالفات تجارية وتم طلب التدخل في حي الياسمين,مخالفات تجارية,وزارة التجارة
تم الإبلاغ عن تلوث مياه في حي الخليج,تلوث مياه,وزارة البيئة
اشتباه بحدوث حيوان ضال في حي الصحافة,حيوان ضال,البلدية
بلاغ عن تلوث مياه في حي الجامعة بالقرب من الحديقة,تلوث مياه,وزارة البيئة
تمت ملاحظة حالة تلوث مياه ويجب التحرك في حي السلام,تلوث مياه,وزارة البيئة
تم رصد مواد منتهية في منطقة المجمع التجاري,مواد منتهية,وزارة التجارة
تمت ملاحظة حالة غذاء فاسد ويجب التحرك في حي الفلاح,غذاء فاسد,هيئة الغذاء والدواء
شوهد حادث مروري عند المركز التجاري في حي النخيل,حادث مروري,المرور
بلاغ عاجل عن مخالفات تجارية الآن في حي النخيل,مخالفات تجارية,وزارة التجارة
شوهد تلوث مياه عند المنطقة الصناعية في حي الخليج,تلوث مياه,وزارة البيئة
تمت ملاحظة حالة تلوث مياه ويجب التحرك في حي الفلاح,تلوث مياه,وزارة البيئة
بلاغ عاجل عن حادثة بحرية الآن في حي الجامعة,حادثة بحرية,حرس الحدود
شوهد تعطل طريق سريع عند المجمع التجاري في حي الخليج,تعطل طريق سريع,المرور
تم رصد تلوث مياه في منطقة المستشفى,تلوث مياه,وزارة البيئة
مواطن يبلغ عن تعطل طريق سريع في حي النخيل,تعطل طريق سريع,المرور
تم رصد تسرب غاز في منطقة الطريق السريع,تسرب غاز,الدفاع المدني
بلاغ عاجل عن مخالفات تجارية الآن في حي الورد,مخالفات تجارية,وزارة التجارة
بلاغ عاجل عن غذاء فاسد الآن في حي الفلاح,غذاء فاسد,هيئة الغذاء والدواء
مواطن يبلغ عن بلاغ سلاح في حي الفلاح,بلاغ سلاح,الشرطة
وجود مواد منتهية وتم طلب التدخل في حي النخيل,مواد منتهية,وزارة التجارة
اشتباه بحدوث حيوان ضال في حي الجامعة,حيوان ضال,البلدية
بلاغ وارد يتضمن غذاء فاسد في حي الخليج,غذاء فاسد,هيئة الغذاء والدواء
تمت ملاحظة حالة تهريب ويجب التحرك في حي الجامعة,تهريب,الجمارك
تمت ملاحظة حالة سرقة ويجب التحرك في حي الخليج,سرقة,الشرطة
بلاغ عاجل عن تلوث مياه الآن في حي السلام,تلوث مياه,وزارة البيئة
وجود بلاغ إرهابي وتم طلب التدخل في حي الجامعة,بلاغ إرهابي,أمن الدولة
تمت ملاحظة حالة تلوث مياه ويجب التحرك في حي الصحافة,تلوث مياه,وزارة البيئة
مواطن يبلغ عن حريق في حي الياسمين,حريق,الدفاع المدني
وجود دهس وتم طلب التدخل في حي السلام,دهس,المرور
تمت ملاحظة حالة تسرب غاز ويجب التحرك في حي السلام,تسرب غاز,الدفاع المدني
بلاغ وارد يتضمن انقلاب مركبة في حي الجامعة,انقلاب مركبة,المرور
بلاغ عن غرق في حي السلام بالقرب من المنطقة الصناعية,غرق,حرس الحدود
تمت ملاحظة حالة انفجار ويجب التحرك في حي الخليج,انفجار,الدفاع المدني
تم رصد تلوث مياه في منطقة المركز التجاري,تلوث مياه,وزارة البيئة
اشتباه بحدوث تهريب في حي السلام,تهريب,الجمارك
شوهد غذاء فاسد عند الطريق السريع في حي الخليج,غذاء فاسد,هيئة الغذاء والدواء
شوهد دهس عند المسجد في حي الفلاح,دهس,المرور
اشتباه بحدوث غذاء فاسد في حي النخيل,غذاء فاسد,هيئة الغذاء والدواء
تمت ملاحظة حالة حيوان ضال ويجب التحرك في حي الفلاح,حيوان ضال,البلدية
